

run#	sample	total#pairs	QCed#	%stitched	Unique#	%stitched	RefGenomeFiltered#	%unique	acyrthosiphon pisum virus	adenoviridae	alphaflexiviridae	anelloviridae	ascoviridae	asfarviridae	astroviridae	baculoviridae	begomovirus-associated alphasatellites	betaflexiviridae	caliciviridae	caulimoviridae	circoviridae	circular single stranded rna satellites	closteroviridae	dicistroviridae	dsdna viruses	environmental samples	geminiviridae	gemycircularvirus group	haloviruses	husa-like virus ks-2016a	hytrosaviridae	iflaviridae	iridoviridae	luteoviridae	marseilleviridae	mimiviridae	nodaviridae	partitiviridae	parvoviridae	permutotetraviridae	phycodnaviridae	picobirnaviridae	picornavirales	picornaviridae	pithovirus	polyomaviridae	potyviridae	poxviridae	reoviridae	retroviridae	secoviridae	single stranded dna satellites	smacovirusgroup	sobemovirus	southern bean mosaic virus	ssdna viruses	ssrna negative-strand viruses	ssrna positive-strand viruses	ssrna viruses	totiviridae	virgaviridae	viruses	
MiSeq_223	I3575_66_LNS_208_Project590_stool_Manary_GCE_Pediatric_Stool_66_LNS_208_endstudy1_NA0000426304	730572	 634287	  55.86	221422	  19.50	193986	  87.61	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	408	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	4704	
MiSeq_223	I3576_67_LNS_232_Project590_stool_Manary_GCE_Pediatric_Stool_67_LNS_232_initial_NA0000420336	630587	 642923	  85.22	267635	  35.47	254831	  95.22	0	40	0	5	0	2	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	
MiSeq_223	I3577_68_LNS_232_Project590_stool_Manary_GCE_Pediatric_Stool_68_LNS_232_midstudy_NA0000497660	768056	 843576	  65.78	224870	  17.53	221712	  98.60	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	12	0	0	0	13	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	196	
MiSeq_223	I3578_69_LNS_232_Project590_stool_Manary_GCE_Pediatric_Stool_69_LNS_232_endstudy1_NA0000419755	627470	 721859	  73.40	200166	  20.35	199180	  99.51	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MiSeq_223	I3579_70_LNS_233_Project590_stool_Manary_GCE_Pediatric_Stool_70_LNS_233_initial_NA0000428557	437306	 302642	  55.31	135245	  24.72	120503	  89.10	0	3	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	217	0	0	0	0	0	0	12	0	0	1216	4	27	0	0	0	0	0	5	
MiSeq_223	I3580_71_LNS_233_Project590_stool_Manary_GCE_Pediatric_Stool_71_LNS_233_midstudy_NA0000498388	628123	 418292	  42.85	136561	  13.99	129371	  94.73	0	8779	9	0	0	0	0	0	0	58	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	225	27	1562	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	288	
MiSeq_223	I3581_72_LNS_233_Project590_stool_Manary_GCE_Pediatric_Stool_72_LNS_233_endstudy1_NA0000437060	478428	 543861	  83.85	472694	  72.88	459088	  97.12	0	5138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	
MiSeq_223	I3582_73_LNS_240_Project590_stool_Manary_GCE_Pediatric_Stool_73_LNS_240_initial_NA0000428559	523274	 535181	  62.47	141320	  16.50	132136	  93.50	0	2	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
MiSeq_223	I3583_74_LNS_240_Project590_stool_Manary_GCE_Pediatric_Stool_74_LNS_240_midstudy_NA0000497686	471849	 429822	  69.75	261074	  42.36	252072	  96.55	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	
MiSeq_223	I3584_75_LNS_240_Project590_stool_Manary_GCE_Pediatric_Stool_75_LNS_240_endstudy1_NA0000418727	347861	 487434	  87.62	296770	  53.35	210875	  71.06	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
MiSeq_223	I3585_157_LNS_104_Project590_stool_Manary_GCE_Pediatric_Stool_157_LNS_104_final_NA0000422557	693170	 807904	  64.45	279671	  22.31	278455	  99.57	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	20	0	4	0	0	0	3	0	0	0	0	0	0	20328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
MiSeq_223	I3586_79_LNS_11_Project590_stool_Manary_GCE_Pediatric_Stool_79_LNS_11_final_NA0000421425	713222	 765423	  65.39	261446	  22.34	258110	  98.72	0	8	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	1271	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	34	
MiSeq_223	I3587_92_LNS_11_Project590_stool_Manary_GCE_Pediatric_Stool_92_LNS_11_midstudy_NA0000494082	765252	 466007	  50.87	121867	  13.30	118610	  97.33	0	0	0	2	0	0	0	0	0	4	0	0	1	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	
MiSeq_223	I3588_117_LNS_121_Project590_stool_Manary_GCE_Pediatric_Stool_117_LNS_121_midstudy_NA0000492525	619586	 740491	  75.42	325808	  33.18	323028	  99.15	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	267	0	6	0	0	0	0	0	0	0	0	0	32	0	0	0	0	1	122	
MiSeq_223	I3589_135_LNS_121_Project590_stool_Manary_GCE_Pediatric_Stool_135_LNS_121_initial_NA0000440150	1328960	1343108	  69.90	300655	  15.65	296563	  98.64	0	19	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	1	0	0	0	0	0	0	0	23	0	0	0	4	0	0	6229	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	4	387	
MiSeq_223	I3590_119_LNS_121_Project590_stool_Manary_GCE_Pediatric_Stool_119_LNS_121_final_NA0000422166	818976	 828225	  60.28	259316	  18.87	254141	  98.00	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	13	0	9	0	5	0	0	0	4	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	749	
MiSeq_223	I3591_103_LNS_104_Project590_stool_Manary_GCE_Pediatric_Stool_103_LNS_104_midstudy_NA0000488640	429547	 358635	  49.07	98039	  13.41	97550	  99.50	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	
MiSeq_223	I3592_127_LNS_11_Project590_stool_Manary_GCE_Pediatric_Stool_127_LNS_11_initial_NA0000441288	22	     25	  78.12	26	  81.25	26	 100.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MiSeq_224	I3594_153_LNS_190_Project590_stool_Manary_GCE_Pediatric_Stool_153_LNS_190_midstudy_NA0000496196	542234	 465876	  61.23	115733	  15.21	111284	  96.16	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39199	23	
MiSeq_224	I3595_116_LNS_154_Project590_stool_Manary_GCE_Pediatric_Stool_116_LNS_154_initial_NA0000436957	433831	 372423	  60.68	130134	  21.20	128948	  99.09	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	90	
MiSeq_224	I3596_143_LNS_154_Project590_stool_Manary_GCE_Pediatric_Stool_143_LNS_154_final_NA0000422905	1632065	1470913	  75.06	1032186	  52.67	1020238	  98.84	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1815	85	
MiSeq_224	I3597_114_LNS_148_Project590_stool_Manary_GCE_Pediatric_Stool_114_LNS_148_midstudy_NA0000491683	390174	 272228	  60.19	131014	  28.97	122881	  93.79	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	
MiSeq_224	I3598_123_LNS_148_Project590_stool_Manary_GCE_Pediatric_Stool_123_LNS_148_initial_NA0000440160	503388	 248367	  37.65	61461	   9.32	59880	  97.43	0	955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	1	
MiSeq_224	I3599_146_LNS_158_Project590_stool_Manary_GCE_Pediatric_Stool_146_LNS_158_initial_NA0000421845	462928	 494098	  85.34	327136	  56.50	321553	  98.29	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	89	0	0	0	0	0	0	186	0	0	0	0	1	0	0	0	0	7	187	
MiSeq_224	I3600_131_LNS_133_Project590_stool_Manary_GCE_Pediatric_Stool_131_LNS_133_midstudy_NA0000488870	538788	 651136	  88.24	542868	  73.57	524268	  96.57	0	6	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	6	0	0	0	1	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	96	
MiSeq_224	I3601_118_LNS_190_Project590_stool_Manary_GCE_Pediatric_Stool_118_LNS_190_initial_NA0000435256	579289	 388750	  50.35	100822	  13.06	100343	  99.52	0	1	0	0	0	0	0	0	0	26	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	605	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	63	
MiSeq_224	I3602_107_LNS_158_Project590_stool_Manary_GCE_Pediatric_Stool_107_LNS_158_midstudy_NA0000492536	854422	 532594	  51.83	75910	   7.39	74357	  97.95	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	2	0	1	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	52	
MiSeq_224	I3603_84_LNS_131_Project590_stool_Manary_GCE_Pediatric_Stool_84_LNS_131_final_NA0000422180	578488	 442174	  54.83	114142	  14.15	110734	  97.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	
MiSeq_224	I3604_136_LNS_138_Project590_stool_Manary_GCE_Pediatric_Stool_136_LNS_138_initial_NA0000425333	275074	 200177	  54.16	105510	  28.55	44516	  42.19	0	1	0	8	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	10	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	14	
MiSeq_224	I3605_129_LNS_158_Project590_stool_Manary_GCE_Pediatric_Stool_129_LNS_158_final_NA0000436204	629939	 752545	  88.94	633025	  74.82	626001	  98.89	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	473	
MiSeq_224	I3606_148_LNS_133_Project590_stool_Manary_GCE_Pediatric_Stool_148_LNS_133_initial_NA0000436949	419203	 456135	  78.29	80751	  13.86	76935	  95.27	0	1	0	1169	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	3	1	5	0	0	84	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	
MiSeq_224	I3607_158_LNS_131_Project590_stool_Manary_GCE_Pediatric_Stool_158_LNS_131_midstudy_NA0000492532	222404	 152561	  58.65	58000	  22.30	56721	  97.79	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	1	0	2	38	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	
MiSeq_224	I3608_104_LNS_154_Project590_stool_Manary_GCE_Pediatric_Stool_104_LNS_154_midstudy_NA0000489367	97	    181	  93.30	164	  84.54	154	  93.90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MiSeq_224	I3609_76_LNS_138_Project590_stool_Manary_GCE_Pediatric_Stool_76_LNS_138_final_NA0000437126	2421473	2490768	  76.79	1732660	  53.42	1707354	  98.54	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	9	19	0	0	0	0	1	0	620	0	0	0	1	0	0	0	0	0	29	0	1	1	0	0	0	15	4235	
MiSeq_224	I3610_87_LNS_190_Project590_stool_Manary_GCE_Pediatric_Stool_87_LNS_190_final_NA0000436578	1219811	 820503	  56.40	386103	  26.54	341308	  88.40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	2	
MiSeq_224	I3611_113_LNS_138_Project590_stool_Manary_GCE_Pediatric_Stool_113_LNS_138_midstudy_NA0000497462	749418	 583613	  53.88	101795	   9.40	99733	  97.97	0	1	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	52	
MiSeq_224	I3612_151_LNS_148_Project590_stool_Manary_GCE_Pediatric_Stool_151_LNS_148_final_NA0000436540	756180	 662864	  60.92	361165	  33.19	355042	  98.30	0	18	0	3	0	0	0	0	0	0	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	427	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	11	13	
MiSeq_224	I3613_139_LNS_131_Project590_stool_Manary_GCE_Pediatric_Stool_139_LNS_131_initial_NA0000425332	914605	 733462	  66.37	424422	  38.41	419222	  98.77	0	23	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	57	0	0	0	0	0	0	0	0	0	140	1	0	0	0	0	0	13	239	
MiSeq_224	I3614_150_LNS_133_Project591_stool_Manary_GCE_Pediatric_Stool_150_LNS_133_final_NA0000436866	449690	 588095	  86.25	244449	  35.85	243864	  99.76	0	318	0	22	0	0	0	0	0	0	0	0	52	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	6	0	18	0	0	4	0	925	0	0	0	0	0	0	0	0	31	0	0	1	0	0	0	0	28	9206	
MiSeq_233	I3709_141_LNS_253_Project590_stool_Manary_GCE_Pediatric_Stool_141_LNS_253_initial_NA0000425854	1756541	1530884	  65.12	798756	  33.98	777669	  97.36	0	1065	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	5	0	4	0	0	1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	298	
MiSeq_233	I3710_96_LNS_236_Project590_stool_Manary_GCE_Pediatric_Stool_96_LNS_236_midstudy_NA0000497488	288957	 302588	  70.61	173487	  40.48	169962	  97.97	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	3	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	16	
MiSeq_233	I3711_82_LNS_236_Project590_stool_Manary_GCE_Pediatric_Stool_82_LNS_236_initial_NA0000428535	293090	 381140	  86.29	306753	  69.45	296480	  96.65	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	
MiSeq_233	I3712_105_LNS_253_Project590_stool_Manary_GCE_Pediatric_Stool_105_LNS_253_midstudy_NA0000498383	2416788	2240043	  70.08	1345389	  42.09	1324341	  98.44	0	0	0	5	0	0	0	0	0	699	0	0	7	0	33	0	0	6	0	0	0	0	0	0	0	0	0	0	13	0	0	0	5	0	0	1036	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	41	
MiSeq_233	I3713_86_LNS_236_Project590_stool_Manary_GCE_Pediatric_Stool_86_LNS_236_final_NA0000437149	978200	 938371	  74.53	612813	  48.67	598408	  97.65	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	10	0	8	0	0	0	0	0	0	0	0	0	2	17	0	0	0	2	3	0	15	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	90	
MiSeq_233	I3714_110_LNS_21_Project590_stool_Manary_GCE_Pediatric_Stool_110_LNS_21_initial_NA0000455572	350249	 360107	  65.00	102067	  18.42	95651	  93.71	0	0	0	9	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1520	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	18	
MiSeq_233	I3715_80_LNS_203_Project590_stool_Manary_GCE_Pediatric_Stool_80_LNS_203_midstudy_NA0000496423	555458	 406842	  59.10	243370	  35.35	233643	  96.00	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	1	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	24	
MiSeq_233	I3716_140_LNS_205_Project590_stool_Manary_GCE_Pediatric_Stool_140_LNS_205_initial_NA0000420330	723269	 829669	  80.90	615528	  60.02	596146	  96.85	0	34	0	20	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	2	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	
MiSeq_233	I3717_111_LNS_231_Project590_stool_Manary_GCE_Pediatric_Stool_111_LNS_231_initial_NA0000435720	316833	 392815	  73.95	145380	  27.37	144381	  99.31	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	38	
MiSeq_233	I3718_102_LNS_253_Project590_stool_Manary_GCE_Pediatric_Stool_102_LNS_253_final_NA0000437043	256689	 272214	  75.74	136672	  38.03	128985	  94.38	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	
MiSeq_233	I3719_108_LNS_220_Project590_stool_Manary_GCE_Pediatric_Stool_108_LNS_220_midstudy_NA0000493893	272890	 208865	  44.55	76681	  16.36	75812	  98.87	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
MiSeq_233	I3720_126_LNS_203_Project590_stool_Manary_GCE_Pediatric_Stool_126_LNS_203_initial_NA0000425702	265930	 365757	  84.42	341990	  78.93	335925	  98.23	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	
MiSeq_233	I3721_77_LNS_21_Project590_stool_Manary_GCE_Pediatric_Stool_77_LNS_21_final_NA0000422884	783612	 931213	  78.01	762598	  63.89	753346	  98.79	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	22	0	0	0	10	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	
MiSeq_233	I3722_132_LNS_21_Project590_stool_Manary_GCE_Pediatric_Stool_132_LNS_21_midstudy_NA0000492539	204573	 223226	  58.76	70686	  18.61	70331	  99.50	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	28	0	0	7446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	1	
MiSeq_233	I3723_137_LNS_220_Project590_stool_Manary_GCE_Pediatric_Stool_137_LNS_220_initial_NA0000428546	166660	 233597	  85.12	91563	  33.36	90396	  98.73	0	2	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1761	0	0	13	0	31	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	33	9345	
MiSeq_233	I3724_125_LNS_205_Project590_stool_Manary_GCE_Pediatric_Stool_125_LNS_205_final_NA0000436173	170185	 240788	  85.43	144187	  51.16	140625	  97.53	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	4	0	1	0	6	13	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	195	
MiSeq_233	I3725_95_LNS_231_Project590_stool_Manary_GCE_Pediatric_Stool_95_LNS_231_midstudy_NA0000497468	15	     15	  71.43	17	  80.95	17	 100.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MiSeq_233	I3726_81_LNS_231_Project590_stool_Manary_GCE_Pediatric_Stool_81_LNS_231_final_NA0000419483	236607	 335879	  88.13	269452	  70.70	266684	  98.97	0	0	0	1	0	0	0	0	0	21	0	0	196	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	54	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	80	
MiSeq_233	I3727_115_LNS_205_Project590_stool_Manary_GCE_Pediatric_Stool_115_LNS_205_midstudy_NA0000442006	337695	 303808	  74.59	194118	  47.66	190191	  97.98	0	0	0	1	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	6	0	15	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7050	6	
MiSeq_233	I3728_120_LNS_220_Project590_stool_Manary_GCE_Pediatric_Stool_120_LNS_220_final_NA0000419756	279229	 273256	  79.08	212024	  61.36	207309	  97.78	0	10	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
MiSeq_233	I3729_85_LNS_203_Project590_stool_Manary_GCE_Pediatric_Stool_85_LNS_203_final_NA0000426603	159624	 233625	  87.17	217071	  80.99	214412	  98.78	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
MiSeq_234	I3731_94_LNS_66_Project590_stool_Manary_GCE_Pediatric_Stool_94_LNS_66_midstudy_NA0000487617	1536644	1187461	  60.49	536207	  27.32	516069	  96.24	0	18	0	1	0	0	0	0	0	0	0	29	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	37	0	7	0	10	0	0	22	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	
MiSeq_234	I3732_88_LNS_3_Project590_stool_Manary_GCE_Pediatric_Stool_88_LNS_3_midstudy_NA0000494080	731801	 913162	  89.79	650680	  63.98	641843	  98.64	0	47	0	12	0	2	0	0	0	0	0	0	0	0	0	2	0	189	0	0	0	0	0	1	0	0	0	0	18	0	8	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	86	
MiSeq_234	I3733_159_LNS_3_Project590_stool_Manary_GCE_Pediatric_Stool_159_LNS_3_final_NA0000422106	847434	 766889	  54.91	191706	  13.73	188503	  98.33	0	14847	0	63	0	0	0	0	0	4	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	1	0	17	0	0	0	4	0	0	954	0	321	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	1025	
MiSeq_234	I3734_142_LNS_6_Project590_stool_Manary_GCE_Pediatric_Stool_142_LNS_6_initial_NA0000441876	700694	 664709	  60.55	193536	  17.63	183981	  95.06	0	31363	0	949	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	10	0	0	0	1	0	0	264	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	65	2	
MiSeq_234	I3735_130_LNS_60_Project590_stool_Manary_GCE_Pediatric_Stool_130_LNS_60_initial_NA0000434840	840497	1007341	  85.71	776072	  66.03	633292	  81.60	0	1	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	17	0	1	0	1	0	0	1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	
MiSeq_234	I3736_154_LNS_72_Project590_stool_Manary_GCE_Pediatric_Stool_154_LNS_72_final_NA0000426881	997447	1057157	  73.34	402349	  27.91	396846	  98.63	0	1	0	14	0	0	0	1	0	0	69	0	12	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	17	0	0	0	12	0	0	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7958	
MiSeq_234	I3737_138_LNS_67_Project590_stool_Manary_GCE_Pediatric_Stool_138_LNS_67_initial_NA0000441955	592829	 660204	  79.06	360455	  43.17	351790	  97.60	0	2	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	12	0	0	35	0	0	0	10	0	17	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	525	
